artist,total_tracks,spotify_popularity,danceability,energy,speechiness,instrumentalness,pct_explicit_tracks,duration_min,feature_pct,spotify_track_genre
Acústicos & Valvulados,5,39.0,Medium,High,Low,Vocal,0.0,3.62,0.0,hard-rock
Ad Dios,6,23.166666666666668,Low,Low,Low,Instrumental,0.0,4.1000000000000005,0.0,new-age
Ada,1,18.0,Medium,High,Low,Instrumental,0.0,4.55,0.0,minimal-techno
Ada Falcón,5,17.0,Medium,Low,Low,Vocal,0.0,3.0140000000000002,0.0,tango
Ada Zhuang,1,23.0,Medium,Medium,Low,Vocal,0.0,5.26,0.0,mandopop
Adalberto Santiago,3,28.333333333333332,High,Medium,Low,Vocal,0.0,5.216666666666667,33.33333333333333,salsa
Adalberto Álvarez y su Son,1,29.0,Medium,High,Low,Vocal,0.0,5.25,0.0,salsa
Adam Beyer,7,40.857142857142854,Medium,High,Low,Instrumental,0.0,6.422857142857143,71.42857142857143,minimal-techno
Adam Calhoun,2,43.5,Medium,Medium,Low,Vocal,100.0,2.8499999999999996,50.0,country
Adam Cheng,1,50.0,Medium,Medium,Low,Vocal,0.0,4.4,0.0,cantopop
Adam Christopher,7,48.57142857142857,Medium,Low,Low,Vocal,42.857142857142854,2.992857142857143,14.285714285714285,acoustic
Adam F,3,18.666666666666668,Medium,High,Low,Vocal,0.0,4.3933333333333335,66.66666666666666,drum-and-bass
Adam Ferrara,4,22.75,Medium,High,High,Vocal,100.0,4.6175,0.0,comedy
Adam Freeland,3,24.0,High,High,Low,Vocal,33.33333333333333,4.57,0.0,breakbeat
Adam French,1,53.0,Medium,Medium,Low,Vocal,0.0,3.22,0.0,folk
Adam Guettel,1,21.0,Low,Low,Low,Vocal,0.0,3.28,0.0,show-tunes
Adam Jensen,11,56.0,Medium,High,Low,Vocal,36.36363636363637,3.2390909090909092,9.090909090909092,blues
Adam Johnson,2,10.0,Low,High,Low,Mixed,0.0,4.02,0.0,idm
Adam Melchor,3,20.0,Medium,Medium,Low,Vocal,0.0,3.356666666666667,0.0,folk
Adam Mitchell,1,55.0,Low,Low,Low,Vocal,0.0,2.67,100.0,disney
Adam Oh,3,53.333333333333336,Medium,Medium,Low,Vocal,66.66666666666666,3.0433333333333334,33.33333333333333,sad
Adam Pascal,1,21.0,Medium,High,Low,Vocal,0.0,2.39,100.0,show-tunes
Adam Sandler,1,22.0,Medium,Medium,Low,Vocal,0.0,2.56,100.0,comedy
Adam Steffey,2,22.5,Low,High,Low,Vocal,0.0,2.42,0.0,bluegrass
Adam Ten,1,39.0,High,Medium,Low,Instrumental,0.0,6.44,100.0,techno
Adam Turley,3,50.0,Medium,Medium,Low,Vocal,0.0,2.97,33.33333333333333,chill
Adamlar,2,38.0,Medium,Medium,Low,Vocal,0.0,3.755,0.0,turkish
Adan La Amenaza,1,50.0,High,High,Low,Vocal,0.0,3.28,100.0,reggae
Adana Twins,2,37.5,High,High,Low,Instrumental,0.0,8.115,50.0,deep-house
Adaro,7,15.428571428571429,Medium,High,Low,Vocal,0.0,3.6142857142857143,71.42857142857143,hardstyle
Adarsh Rao,2,46.0,Medium,Medium,Low,Vocal,0.0,3.05,0.0,indian
Adason Lo,1,21.0,Low,Low,Low,Vocal,0.0,2.91,0.0,cantopop
Adassa,1,0.0,High,High,Low,Vocal,0.0,3.72,0.0,reggae
Addict.,6,47.0,Medium,Low,Low,Vocal,0.0,2.395,100.0,chill
Addy,1,50.0,Medium,Low,Low,Vocal,0.0,2.9,0.0,indian
Adele,51,64.66666666666667,Medium,Low,Low,Vocal,5.88235294117647,4.412549019607843,3.9215686274509802,british
Adeline Verver,1,66.0,Low,Low,Low,Instrumental,0.0,1.93,0.0,sleep
Adelitas Way,5,59.0,Medium,High,Low,Vocal,40.0,3.2359999999999998,0.0,grunge
Adem & Murat,1,53.0,High,Medium,Low,Mixed,0.0,3.24,100.0,turkish
Adema,1,29.0,Medium,High,Low,Vocal,0.0,4.27,0.0,grunge
Aden x Asme,4,30.0,High,High,Low,Vocal,100.0,3.0775,25.0,goth
Adhemar De Campos,5,43.8,Low,Low,Low,Vocal,0.0,4.776,80.0,brazil
Adhvik,1,57.0,High,High,Low,Vocal,0.0,3.25,100.0,k-pop
Aditya A,8,50.625,High,Low,Low,Vocal,0.0,2.2575000000000003,50.0,indie
Aditya Rikhari,3,66.33333333333333,Medium,Low,Low,Vocal,0.0,3.0733333333333337,0.0,pop
Aditya Yadav,1,64.0,Medium,Medium,Low,Vocal,0.0,3.83,0.0,pop
Adlomusic,3,35.0,High,High,Low,Vocal,33.33333333333333,4.796666666666667,0.0,anime
Adnan Sami,3,60.666666666666664,Medium,Medium,Low,Vocal,0.0,6.773333333333333,0.0,pop-film
Ado,18,58.22222222222222,Medium,High,Low,Vocal,0.0,3.7805555555555554,0.0,j-pop
Adolescent's Orquesta,19,34.94736842105263,High,High,Low,Vocal,0.0,4.4126315789473685,0.0,salsa
Adolescents,1,31.0,Low,High,Low,Vocal,0.0,2.13,0.0,hardcore
Adolphe Adam,12,3.5833333333333335,Low,Low,Low,Vocal,0.0,4.5216666666666665,100.0,opera
Adolphson & Falk,1,38.0,Medium,High,Low,Vocal,0.0,3.9,0.0,swedish
Adon,1,48.0,High,High,Low,Vocal,0.0,2.85,100.0,french
Adoniran Barbosa,4,38.75,Medium,Medium,Low,Vocal,0.0,2.5625,0.0,samba
Adonis,1,7.0,Medium,Medium,Low,Instrumental,0.0,5.18,0.0,chicago-house
Adoo,3,27.0,High,Medium,Low,Vocal,0.0,3.39,66.66666666666666,goth
Ados,1,40.0,Medium,High,Low,Vocal,0.0,4.12,0.0,turkish
Adrenalize,3,44.0,Medium,High,Low,Vocal,0.0,4.52,33.33333333333333,hardstyle
Adrian Barba,7,35.142857142857146,Medium,High,Low,Vocal,0.0,3.892857142857143,14.285714285714285,anime
Adriana Arydes,1,45.0,Low,Medium,Low,Vocal,0.0,4.08,0.0,brazil
Adriana Calcanhotto,3,40.0,Medium,Medium,Low,Vocal,0.0,3.4033333333333338,0.0,mpb
Adriana Partimpim,2,42.5,Medium,Low,Low,Vocal,0.0,2.635,0.0,mpb
Adriana Varela,35,19.571428571428573,Medium,Low,Low,Vocal,0.0,3.2845714285714283,8.571428571428571,tango
Adriatique,4,45.0,High,Medium,Low,Mixed,0.0,6.76,100.0,deep-house
Adryana E A Rapaziada,2,47.5,Medium,Medium,Low,Vocal,0.0,4.279999999999999,0.0,pagode
Advait,1,42.0,Medium,Low,Low,Vocal,0.0,3.0,100.0,indian
Advaita,2,34.0,Medium,High,Low,Vocal,0.0,3.375,0.0,folk
Adventure Club,2,49.5,Medium,Medium,Low,Vocal,0.0,3.1399999999999997,100.0,dub
Adventurer,1,42.0,Medium,High,Low,Vocal,0.0,2.8,0.0,hardcore
Adzmilli,1,59.0,High,Medium,Low,Vocal,100.0,3.31,0.0,chill
Aeoliah,3,23.0,Low,Low,Low,Instrumental,0.0,5.8999999999999995,0.0,new-age
Aerosmith,15,69.4,Low,High,Low,Vocal,0.0,4.97,0.0,hard-rock
Aesma Daeva,1,24.0,Low,High,Low,Vocal,0.0,3.42,0.0,goth
Aesthetic Perfection,3,23.333333333333332,Medium,High,Low,Vocal,0.0,4.78,0.0,industrial
Aestivum,2,56.0,Low,Low,Low,Instrumental,0.0,2.5300000000000002,0.0,piano
Aether,1,53.0,High,Low,Low,Instrumental,0.0,4.09,0.0,chill
Aevum,2,19.5,Low,High,Low,Mixed,0.0,3.245,0.0,opera
Aexcit,4,51.5,Medium,High,Low,Vocal,0.0,2.7975,50.0,deep-house
Afgan,3,37.666666666666664,Medium,Medium,Low,Vocal,0.0,3.776666666666667,33.33333333333333,malay
Afgrund,1,11.0,Low,High,Low,Mixed,0.0,1.4,0.0,grindcore
Africania,2,21.0,Medium,Medium,Low,Vocal,0.0,4.515,0.0,afrobeat
Afro B,4,55.75,High,Medium,Low,Vocal,25.0,3.1825,75.0,dancehall
Afro Nursery Rhymes,1,8.0,High,Medium,Moderate,Vocal,0.0,3.55,0.0,kids
Afrocidade,11,22.09090909090909,High,High,Low,Vocal,0.0,2.72,18.181818181818183,afrobeat
Afrojack,22,32.86363636363637,Medium,High,Low,Vocal,0.0,3.4318181818181817,95.45454545454545,edm
Afroman,6,53.0,High,Low,Moderate,Vocal,100.0,5.108333333333333,16.666666666666664,comedy
After Forever,1,22.0,Low,High,Low,Vocal,0.0,6.91,0.0,goth
After The Burial,2,54.0,Medium,High,Low,Vocal,0.0,4.5600000000000005,0.0,death-metal
AfterU,1,45.0,Medium,Medium,Low,Instrumental,0.0,4.16,0.0,techno
Aftercoma,1,28.0,Medium,High,Low,Vocal,100.0,4.79,100.0,hardcore
Against Me!,2,16.5,Low,High,Low,Vocal,0.0,2.92,0.0,punk
Against The Current,5,11.6,Medium,High,Low,Vocal,0.0,2.882,0.0,punk
Agalloch,4,10.5,Low,Medium,Low,Vocal,0.0,7.952500000000001,0.0,black-metal
Agam,2,42.0,Medium,Medium,Low,Vocal,0.0,7.39,0.0,indian
Agathocles,5,14.6,Low,High,Low,Mixed,20.0,1.9259999999999997,0.0,grindcore
Age Of Love,2,61.0,High,High,Low,Instrumental,0.0,8.16,100.0,trance
Agents Of Time,5,36.0,High,High,Low,Instrumental,0.0,6.542,20.0,techno
Agepê,6,32.5,Medium,Medium,Low,Vocal,0.0,3.438333333333333,0.0,samba
Ageu Soares,1,25.0,High,High,Low,Vocal,0.0,2.75,0.0,groove
Agnee,1,43.0,Medium,Medium,Low,Vocal,0.0,4.99,0.0,indian
Agnes Chiang,1,21.0,Medium,Low,Low,Vocal,0.0,3.81,0.0,cantopop
Agnes Nunes,3,44.666666666666664,Medium,Low,Low,Vocal,0.0,3.456666666666667,100.0,mpb
Agnostic Mountain Gospel Choir,1,20.0,Medium,High,Low,Vocal,0.0,2.65,0.0,goth
Agnus Dei,1,49.0,Medium,Low,Low,Vocal,0.0,2.92,0.0,brazil
Agora,1,27.0,Medium,High,Low,Vocal,0.0,4.7,0.0,spanish
Agoraphobic Nosebleed,9,13.88888888888889,Low,High,Low,Mixed,33.33333333333333,3.307777777777778,0.0,grindcore
Agoria,10,38.2,Medium,High,Low,Instrumental,0.0,4.983,80.0,minimal-techno
Agrypnie,1,18.0,Medium,High,Low,Mixed,0.0,7.54,0.0,black-metal
Agua Mantra,3,23.666666666666668,Low,Low,Low,Vocal,0.0,5.8,0.0,world-music
Aguanile,2,28.0,Medium,Medium,Low,Vocal,0.0,3.88,50.0,salsa
Agustín Amigó,5,37.4,Medium,Low,Low,Instrumental,0.0,2.73,40.0,guitar
Agustín Barrios Mangoré,3,26.333333333333332,Low,Low,Low,Instrumental,0.0,3.17,100.0,guitar
Agustín Irusta,2,24.5,Medium,Low,Low,Vocal,0.0,2.685,0.0,tango
Ahee,1,45.0,High,High,Low,Vocal,0.0,3.22,100.0,dub
Ahiyan,10,41.6,Medium,Medium,Low,Vocal,30.0,3.013,0.0,turkish
Ahmed Helmy,1,0.0,Medium,High,Low,Mixed,0.0,5.81,100.0,trance
Ahmet Aslan,1,39.0,Medium,Low,Low,Vocal,0.0,3.49,0.0,turkish
Ahmet Kilic,2,46.5,Medium,Medium,Low,Mixed,0.0,4.73,100.0,groove
Ahmoudou Madassane,2,38.5,Medium,Low,Low,Instrumental,0.0,3.755,0.0,guitar
Ahoora,3,0.0,Medium,High,Low,Vocal,0.0,3.6966666666666668,0.0,iranian
Ai Milly,4,28.5,Medium,Medium,Low,Vocal,50.0,3.3275,25.0,dancehall
Aidan,1,49.0,High,Low,Low,Vocal,0.0,2.13,100.0,sad
Aidan Bissett,2,71.0,Medium,Medium,Low,Vocal,50.0,3.045,0.0,singer-songwriter
Aidan Hawken,1,48.0,Low,Low,Low,Vocal,0.0,3.36,0.0,acoustic
Aidonia,2,15.0,Medium,Medium,Low,Vocal,0.0,2.085,0.0,dancehall
Aim,4,34.25,Medium,Medium,Low,Mixed,0.0,3.7175,50.0,trip-hop
Aim To Head,1,37.0,Medium,Low,Low,Instrumental,0.0,3.46,0.0,club
Aimer,16,57.875,Medium,High,Low,Vocal,0.0,4.32125,6.25,anime
Aimyon,5,54.0,Medium,Medium,Low,Vocal,0.0,4.456,0.0,acoustic
Ainbusk,1,38.0,Medium,Medium,Low,Vocal,0.0,4.06,0.0,swedish
Aine Minogue,6,22.666666666666668,Low,Low,Low,Instrumental,0.0,5.023333333333333,0.0,new-age
Air,18,51.77777777777778,Medium,Medium,Low,Instrumental,0.0,4.420555555555556,16.666666666666664,trip-hop
Airbase,1,52.0,Medium,High,Low,Instrumental,0.0,3.25,0.0,trance
Airbourne,3,64.33333333333333,Medium,High,Low,Vocal,0.0,3.6366666666666667,0.0,hard-rock
Airship Express,1,57.0,Low,Low,Low,Instrumental,0.0,3.07,0.0,sleep
Ais Ezhel,3,46.0,High,Medium,Low,Vocal,66.66666666666666,4.816666666666666,100.0,turkish
Aitana,27,41.22222222222222,Medium,Medium,Low,Vocal,0.0,3.324074074074074,66.66666666666666,spanish
Aizat Amdan,1,56.0,Low,Medium,Low,Vocal,0.0,4.22,0.0,malay
Ajattara,3,20.666666666666668,Medium,High,Low,Vocal,0.0,3.5666666666666664,0.0,black-metal
Ajay Gogavale,1,58.0,Low,Low,Low,Vocal,0.0,4.06,100.0,pop-film
Ajay Singha,1,43.0,Medium,Low,Low,Instrumental,0.0,3.92,100.0,indian
Ajay-Atul,7,61.0,Medium,High,Low,Vocal,0.0,5.384285714285714,85.71428571428571,hip-hop
Ajda Pekkan,7,40.142857142857146,Medium,High,Low,Vocal,0.0,3.817142857142857,14.285714285714285,turkish
Ajebutter22,2,48.5,High,High,Low,Vocal,50.0,3.495,50.0,dancehall
Ajey Nagar (CarryMinati),2,58.5,Medium,High,Low,Vocal,0.0,3.315,100.0,hip-hop
Ajja,3,32.666666666666664,Medium,High,Low,Instrumental,0.0,7.763333333333333,0.0,trance
Ajoy Chakrabarty,1,36.0,Low,High,Low,Vocal,0.0,5.38,100.0,classical
Ak,1,22.0,High,High,Low,Vocal,0.0,3.04,0.0,malay
Akalé Wubé,2,46.5,Medium,Medium,Low,Instrumental,0.0,3.7750000000000004,50.0,afrobeat
Akanksha Bhandari,4,48.75,Medium,Low,Low,Vocal,0.0,3.31,25.0,indian
Akanksha Sethi,3,40.666666666666664,Low,Low,Low,Vocal,0.0,3.81,0.0,singer-songwriter
Akari Kito,1,54.0,Medium,High,Low,Vocal,0.0,4.85,0.0,anime
Akatu,38,40.81578947368421,Medium,Medium,Low,Vocal,2.631578947368421,2.635,57.89473684210527,samba
Akcent,25,35.44,High,High,Low,Vocal,0.0,3.492,44.0,disco
Akhil,5,66.0,Medium,Medium,Low,Vocal,0.0,3.222,20.0,hip-hop
Akhil Sachdeva,4,69.25,Low,Medium,Low,Vocal,0.0,4.2075,75.0,pop
Akin Jensen,3,30.0,Medium,High,Low,Vocal,100.0,3.233333333333333,33.33333333333333,goth
Akina Nakamori,24,23.291666666666668,Medium,High,Low,Vocal,0.0,4.139583333333333,0.0,j-idol
Akira Kosemura,7,39.857142857142854,Medium,Low,Low,Instrumental,0.0,2.544285714285714,0.0,ambient
Akitsa,3,20.333333333333332,Low,High,Low,Instrumental,0.0,4.3,0.0,black-metal
Akon,11,40.18181818181818,High,Medium,Low,Vocal,63.63636363636363,4.029090909090909,45.45454545454545,dance
Akora,1,47.0,High,Medium,Low,Mixed,0.0,5.02,100.0,groove
Aksan,1,40.0,Medium,Medium,Low,Vocal,0.0,2.8,100.0,turkish
Akull,2,59.5,High,Medium,Low,Vocal,0.0,3.38,0.0,hip-hop
Akuma,1,39.0,High,Medium,Low,Vocal,100.0,2.87,0.0,german
Al B. Sure!,2,32.5,Medium,Medium,Low,Vocal,0.0,4.035,0.0,disco
Al Di Meola,2,34.5,Low,Medium,Low,Instrumental,0.0,9.145,50.0,guitar
Al Green,4,19.5,High,Medium,Low,Vocal,0.0,3.9325,0.0,blues
Al Hirt,1,24.0,Medium,Medium,Low,Mixed,0.0,2.82,0.0,new-age
Al Madrigal,3,22.333333333333332,Medium,High,High,Vocal,100.0,4.91,0.0,comedy
Al Storm,1,18.0,Medium,High,Low,Mixed,0.0,5.54,100.0,happy
Ala Jaza,2,28.0,Medium,High,Low,Vocal,0.0,3.49,0.0,salsa
Alabama Shakes,2,52.0,Medium,Low,Low,Vocal,0.0,4.48,0.0,blues
Alain Chamfort,2,27.0,Medium,Low,Low,Vocal,0.0,3.315,0.0,french
Alan Bibey,1,20.0,Medium,Medium,Low,Vocal,0.0,3.07,100.0,bluegrass
Alan Cumming,1,20.0,Low,High,Low,Vocal,0.0,3.13,100.0,show-tunes
Alan Fitzpatrick,7,27.0,High,High,Low,Instrumental,0.0,6.437142857142858,28.57142857142857,minimal-techno
Alan Jackson,4,48.75,Medium,Low,Low,Vocal,0.0,3.505,0.0,country
Alan Menken,67,27.28358208955224,Low,Low,Low,Instrumental,0.0,2.3716417910447762,52.23880597014925,disney
Alan Tam,16,24.8125,Medium,Low,Low,Vocal,0.0,4.225,0.0,cantopop
Alan Walker,43,64.11627906976744,Medium,Medium,Low,Vocal,6.976744186046512,3.1276744186046512,74.4186046511628,electro
Alanis Morissette,2,1.0,Medium,High,Low,Vocal,50.0,4.359999999999999,0.0,singer-songwriter
Alanna Ubach,2,38.5,Medium,Medium,Low,Vocal,0.0,2.76,100.0,disney
Alaska Y Dinarama,3,50.666666666666664,Medium,High,Low,Vocal,0.0,3.5733333333333337,0.0,synth-pop
Albatraoz,3,40.0,High,High,Low,Vocal,0.0,2.1666666666666665,33.33333333333333,swedish
Albatross,2,42.5,Medium,High,Low,Vocal,0.0,4.755,0.0,indie-pop
Albers Kuhnhart,1,18.0,High,High,Low,Instrumental,0.0,3.03,0.0,minimal-techno
Albert Au,1,20.0,Medium,Low,Low,Vocal,0.0,3.53,0.0,cantopop
Albert Collins,1,54.0,High,Low,Low,Vocal,0.0,5.31,0.0,acoustic
Albert King,3,19.333333333333332,Medium,Medium,Low,Vocal,0.0,3.97,0.0,acoustic
Alberto Barros,5,27.6,High,High,Low,Vocal,0.0,4.446,20.0,salsa
Alberto Castillo,7,20.142857142857142,Medium,Low,Low,Vocal,0.0,2.5685714285714285,42.857142857142854,tango
Alberto Echagüe,1,16.0,High,Medium,Low,Instrumental,0.0,2.58,100.0,tango
Alberto Gambino,1,59.0,High,Medium,Low,Vocal,0.0,3.2,0.0,spanish
Alberto Gomez,2,16.0,Medium,Low,Low,Vocal,0.0,3.27,0.0,tango
Alberto Marino,1,24.0,Medium,Low,Low,Vocal,0.0,2.45,0.0,tango
Alberto Morán,3,17.666666666666668,Medium,Low,Low,Vocal,0.0,3.0533333333333332,100.0,tango
Alberto Podestá,5,20.8,Medium,Low,Low,Vocal,0.0,2.62,80.0,tango
Alberto Stylee,2,39.5,High,High,Low,Vocal,0.0,3.525,0.0,latino
Alberto Urso,5,23.6,Medium,Medium,Low,Vocal,0.0,3.5140000000000002,0.0,opera
Alberto Vazquez,27,32.55555555555556,Medium,Medium,Low,Vocal,0.0,2.9285185185185183,22.22222222222222,rock-n-roll
Albin Johnsén,2,35.5,Medium,Low,Low,Vocal,50.0,3.045,50.0,swedish
Albin Lee Meldau,1,38.0,Medium,Low,Low,Vocal,0.0,2.19,0.0,swedish
Albin Myers,1,32.0,High,High,Low,Mixed,100.0,2.06,100.0,progressive-house
Albin Svensson,2,57.0,Low,Low,Low,Instrumental,0.0,2.065,0.0,piano
Albita,1,31.0,Medium,Medium,Low,Vocal,0.0,3.99,100.0,salsa
Alcest,14,40.0,Low,High,Low,Instrumental,0.0,6.428571428571429,7.142857142857142,black-metal
Alceu Valença,18,42.111111111111114,Medium,Medium,Low,Vocal,0.0,3.9294444444444445,33.33333333333333,mpb
Alcione,7,37.42857142857143,Low,Medium,Low,Vocal,0.0,4.448571428571428,28.57142857142857,samba
Alda Célia,3,40.0,Medium,High,Low,Vocal,0.0,4.13,0.0,gospel
Aldair Playboy,1,54.0,High,High,Low,Vocal,0.0,3.01,0.0,forro
AleXa,1,63.0,Medium,High,Low,Vocal,0.0,2.75,100.0,k-pop
Alec Benjamin,40,32.55,Medium,Medium,Low,Vocal,0.0,2.84225,7.5,electro
Alec Troniq,1,19.0,High,Medium,Low,Vocal,0.0,6.98,0.0,minimal-techno
Alef,1,49.0,High,Low,Low,Instrumental,0.0,6.68,0.0,electronic
Alegre All Stars,1,27.0,Medium,High,Low,Vocal,0.0,5.71,0.0,salsa
Alejandro Escovedo,3,23.666666666666668,Medium,High,Low,Vocal,0.0,3.2566666666666664,0.0,power-pop
Alejandro Fernández,5,0.0,Medium,High,Low,Vocal,0.0,3.7640000000000002,40.0,latin
Alejandro González,1,44.0,High,Medium,Low,Vocal,0.0,2.85,100.0,reggae
Alejandro Sanz,19,30.63157894736842,Medium,Medium,Low,Vocal,0.0,4.490526315789474,36.84210526315789,spanish
Alejo,12,7.333333333333333,High,High,Low,Vocal,100.0,4.01,100.0,latin
Aleks Syntek,1,0.0,Medium,Medium,Low,Vocal,0.0,3.95,0.0,alt-rock
Aleksey Glyzin,1,41.0,Medium,Medium,Low,Vocal,0.0,3.88,0.0,synth-pop
Aleksy Wysocki,1,33.0,Low,Low,Low,Instrumental,0.0,2.18,0.0,piano
Alelock,1,32.0,Medium,Medium,Low,Vocal,100.0,2.41,100.0,emo
Alemão Do Forró,10,38.3,High,High,Low,Vocal,0.0,3.003,40.0,forro
Alesana,1,25.0,Medium,High,Low,Vocal,0.0,7.27,0.0,metalcore
Alessandra Salles,1,51.0,Medium,Medium,Low,Vocal,0.0,4.83,100.0,brazil
Alessandro Safina,6,23.666666666666668,Low,Medium,Low,Vocal,0.0,3.8066666666666666,33.33333333333333,opera
Alessandro Scarlatti,3,22.666666666666668,Low,Low,Low,Vocal,0.0,2.623333333333333,100.0,opera
Alessia Cara,38,9.447368421052632,Medium,Medium,Low,Vocal,0.0,3.4926315789473685,0.0,electro
Alesso,21,30.095238095238095,Medium,High,Low,Vocal,0.0,2.951428571428571,85.71428571428571,dance
Alestorm,1,29.0,Medium,High,Low,Vocal,0.0,7.29,0.0,british
Alex & Daniel,1,35.0,High,High,Low,Vocal,0.0,4.34,0.0,electronic
Alex & Sierra,1,77.0,Medium,Low,Low,Vocal,0.0,3.09,0.0,pop
Alex Adair,2,56.5,High,Medium,Low,Vocal,0.0,2.885,0.0,deep-house
Alex Anwandter,5,37.8,High,High,Low,Vocal,0.0,4.168,0.0,electronic
Alex Baker,2,52.0,Medium,Medium,Low,Mixed,0.0,3.435,0.0,french
Alex Brightman,2,62.5,Medium,High,Low,Vocal,0.0,3.825,100.0,show-tunes
Alex Campos,3,41.0,Medium,High,Low,Vocal,0.0,3.7600000000000002,0.0,reggaeton
Alex Ceesay,2,36.0,Medium,Low,Low,Vocal,100.0,4.1899999999999995,0.0,swedish
Alex Chilton,1,31.0,Medium,High,Low,Vocal,0.0,4.13,0.0,power-pop
Alex Cortiz,5,13.8,High,Medium,Low,Instrumental,0.0,5.16,0.0,trip-hop
Alex Cruz,1,64.0,High,Medium,Low,Vocal,0.0,3.88,100.0,deep-house
Alex D' Castro,1,32.0,High,High,Low,Vocal,0.0,4.71,0.0,salsa
Alex D'Castro,2,28.0,Medium,Medium,Low,Vocal,0.0,4.675000000000001,0.0,salsa
Alex Gaudino,3,55.333333333333336,Medium,High,Low,Vocal,0.0,3.526666666666667,100.0,disco
Alex Heffes,2,21.5,Low,Low,Low,Mixed,0.0,1.91,100.0,british
Alex Hepburn,2,45.0,Medium,High,Low,Vocal,50.0,3.6050000000000004,0.0,british
Alex Hobson,2,53.0,High,High,Low,Vocal,0.0,2.835,100.0,deep-house
Alex Keeper,4,56.75,Medium,Medium,Low,Mixed,0.0,2.69,0.0,french
Alex M.O.R.P.H.,1,45.0,Low,High,Low,Instrumental,0.0,3.24,0.0,german
Alex Preston,1,2.0,High,High,Low,Vocal,0.0,3.15,0.0,deep-house
Alex Schulz,3,34.333333333333336,Medium,Medium,Low,Vocal,0.0,3.0933333333333337,0.0,deep-house
Alex Sensation,5,0.2,High,High,Low,Vocal,0.0,3.87,100.0,latino
Alex Sevenrings,1,44.0,Medium,Low,Low,Vocal,0.0,2.13,0.0,sad
Alex Spite,1,41.0,High,Medium,Low,Instrumental,0.0,3.35,0.0,groove
Alex Stein,1,37.0,Medium,High,Low,Instrumental,0.0,6.94,0.0,techno
Alex To,1,46.0,Medium,Medium,Low,Vocal,0.0,3.65,0.0,cantopop
Alex Ubago,12,29.416666666666668,Medium,Medium,Low,Vocal,0.0,3.9375,0.0,spanish
Alex e Alex,1,39.0,Medium,Medium,Low,Vocal,0.0,5.34,0.0,gospel
Alex1,1,63.0,High,Medium,Moderate,Vocal,100.0,1.62,0.0,chill
Alexander Abreu,2,29.0,High,High,Low,Vocal,0.0,4.83,50.0,salsa
Alexander Alar,5,29.4,High,High,Low,Instrumental,0.0,6.874,80.0,techno
Alexander Hristov,1,45.0,High,High,Low,Vocal,0.0,3.42,0.0,groove
Alexander Klaws,2,24.5,Low,Medium,Low,Vocal,0.0,3.8949999999999996,0.0,show-tunes
Alexander Luchs,1,57.0,Medium,Low,Low,Instrumental,0.0,3.32,0.0,piano
Alexander Merlin,1,54.0,Medium,Medium,Low,Vocal,0.0,3.18,100.0,deep-house
Alexander O'Neal,2,32.0,Medium,Medium,Low,Vocal,0.0,5.855,0.0,disco
Alexander Popov,5,34.2,Medium,High,Low,Vocal,0.0,3.6799999999999997,100.0,progressive-house
Alexander Vertinsky,19,6.421052631578948,Medium,Low,Low,Vocal,0.0,3.2626315789473685,0.0,romance
Alexandra Shipp,1,56.0,Low,Medium,Low,Vocal,0.0,4.46,100.0,show-tunes
Alexandra Wilcke,1,22.0,Medium,Low,Low,Vocal,0.0,4.41,0.0,disney
Alexandre Desplat,20,25.45,Low,Low,Low,Instrumental,0.0,2.7535,10.0,french
Alexandre Pires,2,44.5,Medium,Medium,Low,Vocal,0.0,3.4050000000000002,0.0,pagode
Alexi Murdoch,5,51.0,Medium,Low,Low,Instrumental,0.0,5.176,0.0,british
Alexia Mathieu,1,51.0,Medium,Low,Low,Instrumental,0.0,2.87,0.0,guitar
Alexis Ffrench,23,42.391304347826086,Low,Low,Low,Instrumental,0.0,3.113913043478261,4.3478260869565215,ambient
Alexis Troy,1,56.0,Medium,Medium,Low,Vocal,0.0,3.69,0.0,german
Alexis y Fido,2,0.5,High,Medium,Low,Vocal,0.0,4.0600000000000005,100.0,latin
Alexisonfire,1,32.0,Low,High,Low,Vocal,100.0,3.58,0.0,hardcore
Alextbh,1,53.0,High,Medium,Low,Vocal,0.0,2.96,0.0,chill
Alf Robertson,1,38.0,Medium,High,Low,Vocal,0.0,4.54,0.0,swedish
Alfaaz,1,60.0,High,High,Low,Vocal,0.0,3.5,0.0,hip-hop
Alfie Boe,3,22.666666666666668,Low,Low,Low,Vocal,0.0,2.97,33.33333333333333,opera
Alfonso Pahino,1,26.0,Low,High,Low,Vocal,0.0,4.25,0.0,spanish
Alfred Carcieri,1,22.0,Medium,Medium,Moderate,Vocal,100.0,1.05,0.0,comedy
Alfred Heinrichs,7,27.142857142857142,High,Medium,Low,Instrumental,0.0,6.325714285714286,85.71428571428571,deep-house
Alfred Hui,2,35.5,Medium,Medium,Low,Vocal,0.0,4.21,0.0,cantopop
Alfred Janders,3,54.0,Medium,Low,Low,Instrumental,0.0,2.52,0.0,piano
Alfredo Catalani,2,25.0,Low,Low,Low,Vocal,0.0,4.285,100.0,opera
Alfredo De Angelis,50,20.86,Medium,Low,Low,Vocal,0.0,2.9175999999999997,88.0,tango
Alfredo Gobbi,2,21.5,Medium,Low,Low,Vocal,0.0,3.125,0.0,tango
