artist,total_tracks,spotify_popularity,danceability,energy,speechiness,instrumentalness,pct_explicit_tracks,duration_min,feature_pct,spotify_track_genre,nominations,year_with_most_nominations,most_common_category,most_common_award_class,lastfm_listeners,lastfm_playcount,similar_1,similar_2,similar_3
doctor flake,4,45.25,Medium,Medium,Low,Instrumental,0.0,5.2125,25.0,trip-hop,0,,,,122360.0,1764858.0,Glen Porter,Saltillo,EZ3kiel
doctor p,2,48.5,Medium,High,Low,Vocal,0.0,3.67,0.0,dub,0,,,,431639.0,3228782.0,Flux Pavilion,Eptic,Zomboy
doctora juguetes,15,24.8,Medium,High,Low,Vocal,0.0,0.8453333333333333,100.0,disney,0,,,,2321.0,13076.0,Felpita,Gisela Viviano,"Elenco de Mira, la detective del reino"
document one,5,22.8,Medium,High,Low,Vocal,0.0,4.208,40.0,drum-and-bass,0,,,,147690.0,1055661.0,Tantrum Desire,Sustance,Teddy Killerz
dodge & fuski,5,42.6,Medium,High,Low,Vocal,0.0,2.996,100.0,dubstep,0,,,,175259.0,1243689.0,Eptic,LAXX,Barely Alive
dodô pressão,3,40.0,High,Medium,Low,Vocal,0.0,2.723333333333333,0.0,forro,0,,,,19460.0,217462.0,ALDAIR PLAYBOY,Bonde do gato preto,BOYZINHO O REI DA BREGADEIRA
dog music,1,32.0,Low,Low,Low,Instrumental,0.0,2.05,0.0,sleep,0,,,,19601.0,1492770.0,Dog Sleep Dreams,Dog Music Experience,Music for Dog's Ears
dohzi-t,1,35.0,Medium,Medium,Low,Vocal,0.0,5.43,0.0,j-pop,0,,,,2672.0,38570.0,YU-A,童子-T,So'Fly
doja cat,11,68.18181818181819,High,High,Low,Vocal,72.72727272727273,3.0872727272727274,27.27272727272727,dance,0,,,,2961675.0,351740326.0,Nicki Minaj,Doja Cat & The Weeknd,SZA
dokken,2,29.5,Low,Medium,Low,Vocal,0.0,5.109999999999999,0.0,hard-rock,0,,,,386377.0,6425565.0,Ratt,Winger,Don Dokken
dold vorde ens navn,1,17.0,Low,High,Low,Vocal,0.0,4.57,0.0,black-metal,0,,,,4455.0,68904.0,Arcturus,Dødheimsgard,Djevel
dolu kadehi ters tut,3,39.0,Medium,Medium,Low,Vocal,0.0,2.9933333333333336,0.0,turkish,0,,,,49087.0,3938034.0,Yaşlı Amca,Yüzyüzeyken Konuşuruz,son feci bisiklet
dolunay obruk,1,41.0,High,Low,Low,Vocal,0.0,4.2,0.0,turkish,0,,,,3760.0,26101.0,Bergüzar Korel,Melis Sökmen,Şenay Lambaoğlu
dom & roland,2,17.0,Low,High,Low,Instrumental,0.0,6.62,50.0,drum-and-bass,0,,,,87894.0,1097765.0,Technical Itch,Calyx,Omni Trio
dom dolla,11,52.18181818181818,High,High,Low,Vocal,0.0,3.704545454545455,63.63636363636363,deep-house,0,,,,424313.0,5705786.0,John Summit,Fisher,Mau P
dom zły,1,19.0,Low,High,Low,Vocal,0.0,4.64,0.0,black-metal,0,,,,7150.0,205105.0,Mānbryne,Totenmesse,Odraza
domchez,1,39.0,High,Medium,Low,Vocal,100.0,3.72,100.0,sad,0,,,,3149.0,31207.0,Cozy James,antonvstheworld,Bangers Only
domingo federico,3,19.0,Medium,Low,Low,Vocal,0.0,2.786666666666666,0.0,tango,0,,,,2273.0,20039.0,Francisco Lomuto,Orquesta Tipica Victor,Carlos Di Sarli
domingo quiñones,3,9.333333333333334,Medium,High,Low,Vocal,0.0,3.803333333333333,0.0,salsa,0,,,,13051.0,52867.0,Hector Tricoche,Johnny Rivera,Cano Estremera
dominguinhos,6,39.833333333333336,Medium,High,Low,Vocal,0.0,2.9466666666666668,16.666666666666664,forro,0,,,,124859.0,1061544.0,Trio Nordestino,Luiz Gonzaga,Rastapé
dominic,1,31.0,Medium,High,Low,Vocal,0.0,3.42,0.0,hardcore,0,,,,15521.0,204696.0,Snöras,The Third Memory,Sigh & Explode
dominic fike,4,51.5,Low,Low,Low,Vocal,25.0,2.62,50.0,alt-rock,0,,,,1882681.0,104137590.0,Bakar,LAUNDRY DAY,Jean Dawson
dominic lewis,1,38.0,Low,Medium,Low,Instrumental,0.0,1.64,0.0,british,0,,,,22224.0,259162.0,John Ottman,Rob Simonsen,Benjamin Wallfisch
dominic mena,1,36.0,Medium,Low,Low,Instrumental,0.0,2.12,0.0,study,0,,,,2306.0,6231.0,,,
dominik eulberg,6,24.33333333333333,Medium,Medium,Low,Instrumental,0.0,7.56,16.666666666666664,minimal-techno,0,,,,287741.0,3728011.0,Extrawelt,Kollektiv Turmstrasse,Max Cooper
dominik grey,1,33.0,Medium,Medium,Low,Vocal,0.0,2.03,0.0,emo,0,,,,538.0,7960.0,LIL GRIPPIE,Wesome,Daniel Šafařík
dominique a,1,32.0,Medium,Low,Low,Vocal,0.0,3.21,0.0,french,0,,,,148229.0,2074846.0,Jean-Louis Murat,Bertrand Belin,Alain Bashung
dominique charpentier,1,54.0,Low,Low,Low,Instrumental,0.0,2.5,0.0,classical,0,,,,74461.0,419523.0,Edvard Kravchuk,Peter Cavallo,Matt Stewart-Evans
dominique marais,2,55.0,Low,Low,Low,Instrumental,0.0,2.465,0.0,piano,0,,,,64383.0,243225.0,Léon Branche,Ragnar Seaholm,Eric Cadogan
dommin,1,22.0,Medium,High,Low,Vocal,0.0,3.2,0.0,goth,0,,,,37342.0,872099.0,DARKHAUS,Entwine,Days of Jupiter
domshe,2,21.0,Medium,Medium,Low,Instrumental,0.0,6.83,50.0,electronic,0,,,,1104.0,3056.0,Loco & Jam,Reset Robot,Hector Couto
don andré,1,20.0,Medium,Medium,Moderate,Vocal,0.0,2.48,0.0,j-dance,0,,,,1192.0,4459.0,Razor B,Chi Ching Ching,Govana
don diablo,11,52.18181818181818,High,High,Low,Vocal,18.181818181818183,2.9045454545454543,81.81818181818183,progressive-house,0,,,,615152.0,9307976.0,Mike Williams,Oliver Heldens,Nicky Romero
don gibson,3,46.66666666666666,Medium,Low,Low,Vocal,0.0,2.583333333333333,0.0,rockabilly,0,,,,120491.0,775724.0,Charley Pride,David Houston,Faron Young
don l,9,45.11111111111112,Medium,Medium,Low,Vocal,0.0,3.826666666666666,44.44444444444444,brazil,0,,,,112698.0,9132911.0,Black Alien,Nill,Zudizilla
don li,1,18.0,Medium,Medium,Low,Vocal,0.0,3.47,0.0,cantopop,0,,,,7047.0,66844.0,Sha's Banryu,Ania Losinger,Mik Keusen
don mazuck,2,62.5,Low,Low,Low,Instrumental,0.0,2.96,0.0,sleep,0,,,,60218.0,416026.0,Jack Rosslyn,Tilman Stoiber,Spring Euphemia
don mclean,8,18.25,Medium,Medium,Low,Vocal,0.0,5.51625,0.0,folk,0,,,,1376212.0,13556159.0,Jim Croce,Simon & Garfunkel,Cat Stevens
don omar,45,8.044444444444444,High,High,Low,Vocal,2.2222222222222223,3.8868888888888886,35.55555555555556,hip-hop,0,,,,1433126.0,23656456.0,Wisin & Yandel,Daddy Yankee,Tony Dize
don reno,2,21.0,Medium,High,Low,Instrumental,0.0,1.74,50.0,bluegrass,0,,,,11385.0,53016.0,Rose Lee Maphis,Joe Maphis,The Stonemans
don spencer,2,30.5,Medium,Low,Low,Vocal,0.0,1.98,50.0,children,0,,,,3726.0,33360.0,Play School,Peter Combe,Justine Clarke
don valiyavelicham,13,25.923076923076923,Medium,Medium,Low,Vocal,0.0,5.496923076923077,69.23076923076923,malay,0,,,,222.0,3373.0,Mathew T John,Wilson Piravom,Elizabeth Raju
don williams,10,50.6,Medium,Low,Low,Vocal,0.0,3.419,0.0,country,0,,,,189469.0,2221408.0,Ronnie Milsap,John Conlee,Conway Twitty
dona cislene,1,32.0,Medium,High,Low,Vocal,0.0,3.66,0.0,hardcore,0,,,,22865.0,315474.0,Vivendo do Ócio,R.Sigma,Matanza Inc
dona ivone lara,5,40.0,Medium,Medium,Low,Vocal,0.0,3.5,0.0,samba,0,,,,118013.0,956827.0,Beth Carvalho,Candeia,Jovelina Pérola Negra
donald byrd,1,0.0,Medium,High,Low,Vocal,0.0,5.51,0.0,jazz,0,,,,447804.0,4106947.0,Bobbi Humphrey,Lou Donaldson,Bobby Hutcherson
donald duck,2,20.5,Medium,Medium,Low,Vocal,0.0,2.735,100.0,disney,0,,,,10289.0,40261.0,Ludwig Von Drake,Mickey Mouse,Mickey and Pals
donata antoni,1,27.0,High,Low,Low,Vocal,0.0,4.3,0.0,guitar,0,,,,8186.0,16978.0,Astrud Bonfa,Yolanda Streep,Javier Barrera
donato racciatti y su orquesta típica,3,19.0,Medium,Medium,Low,Vocal,0.0,2.81,66.66666666666666,tango,0,,,,349.0,2030.0,Solo Tango Orquesta,Nina Miranda,Florindo Sassone Y Su Orquesta
donbor,7,22.714285714285715,Medium,High,Low,Vocal,0.0,4.241428571428572,14.285714285714285,club,0,,,,53441.0,440882.0,Lyde,Kick Puncher,2wice
donkey rollers,1,23.0,Medium,High,Low,Vocal,0.0,2.44,0.0,hardstyle,0,,,,48326.0,532596.0,Southstylers,Zany,Dj Zany
donna murphy,4,47.75,Low,Low,Low,Vocal,0.0,2.2225,50.0,disney,0,,,,227965.0,1440811.0,Mandy Moore,Kristen Bell & Idina Menzel,Mandy Moore & Zachary Levi
donna stoneman,1,20.0,Low,High,Low,Instrumental,0.0,1.78,0.0,bluegrass,0,,,,2313.0,5639.0,The Bluegrass Cardinals,Rose Lee Maphis,Patty Stoneman
donnie ray,1,35.0,High,Medium,Low,Vocal,0.0,5.37,0.0,blues,0,,,,2617.0,14305.0,David Brinston,Quinn Golden,O. B. Buchana
donny benét,1,22.0,Medium,Medium,Low,Vocal,0.0,5.41,0.0,synth-pop,0,,,,88611.0,1170054.0,Donny Benet,Franc Moody,Nu Genea
donovan,4,51.0,Medium,Medium,Low,Vocal,0.0,3.5675,0.0,british,0,,,,1258403.0,17577025.0,The Lovin' Spoonful,The Byrds,The Monkees
donovan woods,3,57.66666666666666,Medium,Low,Low,Vocal,0.0,3.276666666666667,33.33333333333333,acoustic,0,,,,181113.0,1618395.0,Craig Cardiff,Joshua Hyslop,Wild Rivers
doomsday,1,16.0,Medium,High,Low,Vocal,0.0,3.8,0.0,black-metal,0,,,,20094.0,183138.0,Gates to Hell,Fuming Mouth,New World Man
doon kanda,2,34.0,Medium,High,Low,Instrumental,0.0,3.0250000000000004,0.0,club,0,,,,106762.0,1565387.0,Arca,Eartheater,Lotic
dope,8,44.75,Medium,High,Low,Vocal,62.5,3.1675,0.0,industrial,0,,,,1070005.0,24544232.0,Static-X,Soil,Drowning Pool
dope ammo,4,22.0,Medium,High,Low,Vocal,0.0,3.67,100.0,drum-and-bass,0,,,,12130.0,58289.0,Ricky Tuff,Veak,Run Tingz Cru
dopeboyghost,1,26.0,Medium,Low,Moderate,Vocal,0.0,3.93,0.0,malay,0,,,,221.0,929.0,Kalla Sha,MC Couper,ThirumaLi
dopplereffekt,12,24.916666666666668,High,High,Low,Instrumental,0.0,3.1008333333333336,0.0,detroit-techno,0,,,,124420.0,1335594.0,Drexciya,Japanese Telecom,Der Zyklus
dora the explorer,53,19.71698113207547,High,Medium,Low,Vocal,0.0,1.318301886792453,0.0,kids,0,,,,115009.0,1097907.0,The Backyardigans,Spongebob Squarepants,Nickelodeon
dorfrocker,3,32.333333333333336,Medium,High,Low,Vocal,0.0,2.773333333333333,33.33333333333333,disco,0,,,,16416.0,128741.0,Die jungen Zillertaler,Rick Arena,Marc Pircher
dorgival dantas,13,40.76923076923077,Medium,High,Low,Vocal,0.0,3.917692307692308,53.84615384615385,forro,0,,,,49578.0,635307.0,Aviões do Forró,Xand Avião,Petrúcio Amorim
dorian,1,64.0,Medium,High,Low,Vocal,0.0,6.14,0.0,spanish,0,,,,166494.0,2768914.0,Lori Meyers,Love of Lesbian,Miss Caffeina
doris casella,1,69.0,Low,Low,Low,Instrumental,0.0,1.98,0.0,piano,0,,,,54842.0,191295.0,Emanuel Fremont,Minik Jakobsen,Nel Swerts
doris day,5,33.8,Medium,Low,Low,Vocal,0.0,2.398,40.0,j-pop,0,,,,991327.0,8093287.0,Perry Como,Jo Stafford,Peggy Lee
doris melwin,1,60.0,Low,Low,Low,Instrumental,0.0,3.11,0.0,sleep,0,,,,35730.0,209344.0,Kaua Correia,Lumi Couri,Angelo Garnier
dorival caymmi,2,37.0,Medium,Medium,Low,Vocal,0.0,2.645,0.0,mpb,0,,,,142099.0,1571597.0,Paulinho da Viola,João Bosco,Nelson Cavaquinho
dormida: por daniela,1,24.0,Low,Low,Low,Instrumental,0.0,1.77,100.0,world-music,0,,,,2695.0,18601.0,Relajación: Por Rosa,Meditación: Por Mateo,Delmar Herrero
dornenreich,1,15.0,Low,High,Low,Vocal,0.0,6.24,0.0,black-metal,0,,,,56643.0,3034649.0,Nocte Obducta,Agrypnie,Solefald
doro,9,23.33333333333333,Medium,Medium,Low,Vocal,0.0,4.637777777777778,11.11111111111111,heavy-metal,0,,,,186357.0,5025047.0,Warlock,U.D.O.,Sister Sin
dorothy,3,40.333333333333336,Medium,Medium,Low,Vocal,0.0,2.936666666666666,0.0,blues,0,,,,282867.0,4016200.0,Halestorm,Dead Posey,The Pretty Reckless
dos minutos,1,37.0,Low,High,Low,Vocal,0.0,3.12,0.0,punk,0,,,,65325.0,2207211.0,Flema,Attaque 77,La Polla Records
dos santos,1,17.0,Medium,High,Low,Instrumental,0.0,3.55,0.0,afrobeat,0,,,,34290.0,218774.0,Reyna Tropical,Combo Chimbita,Los Destellos
dosem,1,37.0,Medium,High,Low,Instrumental,0.0,4.39,0.0,progressive-house,0,,,,75554.0,627568.0,Luttrell,Braxton,Blake.08
dosseh,1,0.0,High,Medium,Low,Vocal,100.0,3.02,0.0,french,0,,,,50147.0,1516835.0,Lacrim,Niro,Sadek
dotexe,1,49.0,Low,High,Low,Vocal,0.0,3.7,0.0,dub,0,,,,64043.0,755910.0,Rezonate,Tut Tut Child,Insan3lik3
doubkore,1,28.0,High,High,Low,Instrumental,0.0,6.6,0.0,minimal-techno,0,,,,5460.0,19754.0,Chrizzlix,Cosmic Flow,GroundBass
doug benson,2,24.5,Medium,High,High,Vocal,100.0,3.01,0.0,comedy,0,,,,42752.0,752118.0,earwolf,Paul F. Tompkins,Jimmy Pardo
doug blimpstein,1,60.0,Low,Low,Low,Instrumental,0.0,3.65,0.0,sleep,0,,,,27371.0,201568.0,Lugnet före stormen,Dax Wolf,Jack Rosslyn
dougal,4,17.75,Medium,High,Low,Vocal,0.0,5.1175,100.0,happy,0,,,,22216.0,160036.0,Gammer,Scott Brown,Dougal & Gammer
douglas & vinicius,8,41.875,Medium,Medium,Low,Vocal,0.0,3.2475,0.0,forro,0,,,,44409.0,326961.0,João Bosco e Gabriel,Juan Marcus & Vinícius,Dom Vittor & Gustavo
douglas germano,1,37.0,Medium,High,Low,Vocal,0.0,5.05,0.0,samba,0,,,,148886.0,1558481.0,Zé Keti,Di Melo,Nelson Cavaquinho
douglas sampa,1,44.0,Medium,Medium,Low,Vocal,0.0,3.38,0.0,pagode,0,,,,3424.0,14359.0,André Renato,So Preto Sem Preconceito,Renato Milagres
dov davidoff,1,19.0,Medium,High,High,Vocal,100.0,4.95,0.0,comedy,0,,,,15701.0,114203.0,Jimmy Dore,Henry Cho,Greg Behrendt
dow raiz,1,46.0,High,High,Low,Vocal,0.0,3.32,100.0,brazil,0,,,,11712.0,99010.0,Madg Beats,BEATDOMK,Nugê
down for life,1,23.0,Low,High,Low,Vocal,0.0,4.53,0.0,death-metal,0,,,,1630.0,16187.0,Burgerkill,Seringai,Serigala Malam
downface,1,49.0,Low,Medium,Low,Vocal,0.0,3.89,0.0,grunge,0,,,,51336.0,399094.0,Chris Cornell,Temple of the Dog,Mother Love Bone
downtown of hongkong,1,0.0,Low,Low,Low,Instrumental,0.0,13.89,0.0,iranian,0,,,,165.0,339.0,Narcissa Kasraï,Poo Yar,anunnaki signal
doyle lawson & quicksilver,3,20.33333333333333,Medium,Medium,Low,Vocal,0.0,3.1300000000000003,0.0,bluegrass,0,,,,21637.0,230592.0,IIIrd Tyme Out,The Grascals,Larry Sparks
doğan canku,1,38.0,Medium,Low,Low,Vocal,0.0,2.71,0.0,j-pop,0,,,,9876.0,104264.0,Grup Gündoğarken,Zuhal Olcay,Timur Selçuk
dpsht,1,57.0,High,Low,Low,Instrumental,0.0,1.75,0.0,jazz,0,,,,162266.0,770963.0,Bauke Top,Nosmoh,Gooee
dr lofi,2,47.5,Medium,Medium,Low,Vocal,0.0,5.0600000000000005,0.0,indian,0,,,,935.0,3675.0,Deep Joshi,Lofiwaala,Sanjay S Yadav
dr meaker,6,18.83333333333333,Medium,High,Low,Vocal,0.0,4.6000000000000005,83.33333333333334,drum-and-bass,0,,,,34735.0,194513.0,Benny Page,Rene LaVice,Flowidus
dr phunk,1,44.0,Medium,High,Low,Vocal,0.0,2.63,0.0,hardstyle,0,,,,36667.0,237940.0,Ran-D,Coone,LNY TNZ
dr rude,3,20.666666666666668,Medium,High,Low,Vocal,0.0,3.33,66.66666666666666,hardstyle,0,,,,20950.0,186856.0,Dillytek,Pherato,Rebourne
dr zeus,1,61.0,High,High,Low,Vocal,0.0,3.51,100.0,hip-hop,0,,,,20359.0,131986.0,Sharry Mann,Amrit Maan,Raf Saperra
dr. acula,1,28.0,Low,High,Low,Vocal,100.0,3.29,0.0,death-metal,0,,,,121461.0,2902398.0,Arsonists Get All the Girls,Killwhitneydead,Heavy Heavy Low Low
dr. alban,1,41.0,Medium,High,Low,Vocal,0.0,4.0,0.0,house,0,,,,524302.0,3891808.0,Ice MC,DJ Bobo,Captain Hollywood Project
dr. blesson memana,6,24.5,Medium,Medium,Low,Vocal,0.0,7.015,0.0,malay,0,,,,81.0,2005.0,Mathew T John,Don Valiyavelicham,Rex Media House ©®
dr. burn,1,33.0,High,Medium,Low,Vocal,0.0,5.71,0.0,malay,0,,,,215.0,1819.0,Sudhanesh,Psychomantra,Stephen Zechariah
dr. dog,1,77.0,Medium,High,Low,Vocal,0.0,3.91,0.0,folk,0,,,,1504377.0,30332403.0,Fruit Bats,The Shins,Spoon
dr. feelgood,1,25.0,Medium,Medium,Low,Vocal,0.0,2.77,0.0,rockabilly,0,,,,156354.0,2005751.0,Wilko Johnson,Brinsley Schwarz,Dave Edmunds
dr. hook,1,0.0,Medium,High,Low,Vocal,0.0,2.95,0.0,country,0,,,,440472.0,3851878.0,Orleans,Little River Band,Leo Sayer
dr. jean feldman,1,56.0,High,Low,Moderate,Vocal,0.0,0.89,0.0,children,0,,,,12345.0,62155.0,Mini Kids Pop,Beau Black,The Lion Guard Chorus
dr. peacock,6,51.333333333333336,Medium,High,Low,Vocal,16.666666666666664,3.633333333333333,50.0,hardcore,0,,,,139313.0,3584829.0,Sefa,Remzcore,D-Frek
dr. swag,1,32.0,High,Medium,Low,Mixed,0.0,3.19,0.0,disco,0,,,,15392.0,159097.0,Łobuzy,DeFis,Vivat
dr. silvana & cia.,1,45.0,Medium,High,Low,Vocal,0.0,3.64,0.0,r-n-b,0,,,,7211.0,35585.0,Fausto Fawcett E Os Robôs Efêmeros,Gang 90 e as Absurdetes,Absyntho
draconian,1,41.0,Low,Medium,Low,Vocal,0.0,6.79,0.0,goth,0,,,,237712.0,13099954.0,Trees of Eternity,Tristania,Swallow the Sun
drago200,4,41.0,High,High,Low,Vocal,100.0,2.82,100.0,latino,0,,,,13232.0,245704.0,Marcianeke,Tunechikidd,Galee Galee
dragonforce,9,43.11111111111112,Low,High,Low,Vocal,0.0,6.692222222222223,0.0,british,0,,,,1010542.0,32571110.0,Twilight Force,Gloryhammer,Freedom Call
dragonette,2,54.0,High,Medium,Low,Vocal,0.0,2.535,100.0,synth-pop,0,,,,525896.0,8211913.0,Little Boots,Florrie,Ladyhawke
dragonfly,4,19.5,Medium,High,Low,Vocal,0.0,6.625,0.0,heavy-metal,0,,,,26841.0,384505.0,Saurom,Saratoga,Warcry
drawn to the sky,1,40.0,Medium,Medium,Low,Vocal,0.0,3.96,0.0,emo,0,,,,18524.0,251346.0,Flowers For You,Arkaeo,Kanashi
dream,1,40.0,Medium,High,Low,Vocal,0.0,5.38,0.0,j-idol,0,,,,398037.0,8635776.0,Every Little Thing,Do As Infinity,島谷ひとみ
dream evil,7,29.428571428571427,Low,High,Low,Vocal,0.0,4.3,0.0,heavy-metal,0,,,,250028.0,7086794.0,Freedom Call,Bloodbound,HammerFall
dream flows,1,64.0,Low,Low,Low,Instrumental,0.0,1.8,0.0,sleep,0,,,,29444.0,183763.0,Lorelle Paredes,Adeline Verver,Serene & Pax
dream house,1,28.0,Low,Low,Low,Instrumental,0.0,2.33,0.0,disney,0,,,,4940.0,43183.0,Teres,Eximo Blue,One Piano
dream note,7,50.285714285714285,Medium,Low,Low,Vocal,0.0,3.8314285714285714,0.0,indian,0,,,,24458.0,455815.0,Vismay Patel,Anuv Jain,Deepak Rathore Project
dream theater,4,42.75,Medium,Medium,Low,Vocal,0.0,6.5775,0.0,classical,0,,,,1271133.0,118110292.0,Liquid Tension Experiment,John Petrucci,Symphony X
dream your dream,4,20.5,Medium,High,Low,Instrumental,0.0,6.215,0.0,happy,0,,,,5955.0,24971.0,Final Analyzis,Krid Snero,DJ Yves
dream on dreamer,1,55.0,Low,High,Low,Vocal,0.0,3.65,0.0,metalcore,0,,,,80622.0,2663916.0,Speech Patterns,Palisades,Storm the Sky
dreamreaper,5,28.4,Medium,High,Low,Instrumental,0.0,3.812,20.0,club,0,,,,23891.0,172292.0,Shredder 1984,Ray Gun Hero,megahit
dreamcatcher,1,64.0,Medium,High,Low,Vocal,0.0,3.16,0.0,k-pop,0,,,,485319.0,70118313.0,Siyeon,Minx,PIXY
dreamer boy,1,0.0,Medium,High,Low,Vocal,0.0,3.43,100.0,chill,0,,,,237819.0,2601500.0,Jelani Aryeh,Peach Tree Rascals,Ritt Momney
dreamgirl,1,60.0,Low,Medium,Low,Vocal,0.0,3.92,0.0,garage,0,,,,29290.0,496170.0,Hairspray,Steve Russell,Jamie Foxx & Beyoncé Knowles
drefquila,2,41.0,High,Medium,Low,Vocal,0.0,3.33,0.0,latino,0,,,,65245.0,3099256.0,Young Cister,Easykid,Kidd Voodoo
drei meter feldweg,2,36.0,Medium,High,Low,Vocal,0.0,3.275,0.0,punk-rock,0,,,,6138.0,147132.0,Minipax,Hi! Spencer,Drunken Swallows
drei rana,2,29.5,Medium,Low,Low,Vocal,0.0,3.89,50.0,acoustic,0,,,,1946.0,6355.0,B.o.u.,Mark Oblea,Nef Medina
drew holcomb,1,56.0,Medium,High,Low,Vocal,0.0,2.44,100.0,acoustic,0,,,,36196.0,207080.0,Oshima Brothers,Blended Colours,Judah.
drew holcomb & the neighbors,4,60.5,Medium,Low,Low,Vocal,0.0,2.93,0.0,acoustic,0,,,,203307.0,1780933.0,The Lone Bellow,Johnnyswim,Ben Rector
drew sarich,2,21.0,Low,Medium,Low,Vocal,0.0,2.76,50.0,show-tunes,0,,,,2153.0,69965.0,Lisa Antoni,Drew Sarich & Lisa Antoni,Wietske van Tongeren
dreweeris band,3,37.0,High,High,Low,Vocal,0.0,1.0466666666666666,0.0,children,0,,,,1728.0,10360.0,Apoorva Sreejith,All Babies Channel,ChuChu TV
drex carter,2,59.0,High,Medium,Low,Vocal,50.0,2.335,0.0,emo,0,,,,100024.0,1497941.0,Hudi,Chri$tian Gate$,Rxseboy
drexciya,53,11.830188679245284,High,High,Low,Instrumental,0.0,4.121509433962264,0.0,detroit-techno,0,,,,166123.0,2811155.0,The Other People Place,Transllusion,Dopplereffekt
dreysson rodrigues,1,43.0,High,Medium,Low,Vocal,0.0,2.27,100.0,funk,0,,,,8167.0,43186.0,DJ Bratti SC,Sanchezz Dj,Dj Rokazz
drezdenko - kubas,1,29.0,Medium,High,Low,Vocal,0.0,3.57,0.0,disco,0,,,,180.0,1310.0,Bayera,Extazy,Jorrgus
drics,1,55.0,High,Low,Low,Instrumental,0.0,3.17,0.0,french,0,,,,37800.0,202447.0,ALEX KEEPER,Ourson,PalaisVert
dritte wahl,2,35.5,Low,High,Low,Vocal,0.0,3.82,0.0,punk-rock,0,,,,70949.0,2287875.0,Slime,Wizo,Betontod
dro kenji,11,54.36363636363637,High,Medium,Low,Vocal,100.0,2.6336363636363638,54.54545454545454,sad,0,,,,191471.0,14632878.0,TheHxliday,Juice WRLD,iann dior
drokz,3,19.666666666666668,Medium,High,Low,Mixed,66.66666666666666,3.606666666666667,33.33333333333333,happy,0,,,,15124.0,178799.0,Noize Suppressor,Unexist,Tommyknocker
drone,1,64.0,Low,Low,Low,Instrumental,0.0,3.93,0.0,sleep,0,,,,82016.0,823778.0,Binaural Landscapes,Aerial Lakes,Syntropy
dropdead,5,15.6,Low,High,Low,Instrumental,20.0,0.93,0.0,grindcore,0,,,,65353.0,2505717.0,Spazz,Capitalist Casualties,Despise You
dropkick murphys,1,70.0,Medium,High,Low,Vocal,0.0,2.56,0.0,punk-rock,0,,,,1300057.0,52837482.0,Flogging Molly,The Real McKenzies,The Rumjacks
droplex,6,33.833333333333336,High,Medium,Low,Instrumental,0.0,5.308333333333334,16.666666666666664,minimal-techno,0,,,,50208.0,359933.0,Mark Dekoda,Boris Brejcha,Plastic Robots
dropped out,1,23.0,High,Medium,Low,Vocal,0.0,3.03,100.0,electronic,0,,,,4718.0,31491.0,Catholic Youth,Tudo acabado,SEM RECESSO
drossel,1,31.0,Medium,High,Low,Vocal,0.0,3.89,0.0,disco,0,,,,4444.0,48806.0,Veegas,Mega Dance,Tomasz Niecik
drowning pool,7,47.85714285714285,Medium,High,Low,Vocal,0.0,3.2942857142857145,0.0,industrial,0,,,,1842898.0,30396308.0,Soil,Godsmack,Nonpoint
drowsy teddy,3,20.0,Low,Low,Low,Instrumental,0.0,1.39,0.0,disney,0,,,,4019.0,56879.0,Kindy Corner,Elsa Moon,Little Piano Player
drugdealer,1,56.0,Medium,Medium,Low,Vocal,0.0,3.28,100.0,garage,0,,,,467513.0,5687285.0,Foxygen,Babe Rainbow,Drug Cabin
drumattic twins,5,12.6,Medium,High,Low,Instrumental,0.0,4.49,0.0,breakbeat,0,,,,60182.0,342335.0,Plump DJs,General Midi,Future Funk Squad
drumsound & bassline smith,10,18.1,Medium,High,Low,Vocal,0.0,4.255,30.0,drum-and-bass,0,,,,182072.0,1518796.0,Tantrum Desire,The Prototypes,Friction
drunk high jinks,1,36.0,Medium,High,Low,Vocal,0.0,2.34,0.0,punk,0,,,,3848.0,59552.0,Asperger,Kilink,Padme
drunk mums,2,25.5,Medium,Medium,Low,Vocal,0.0,3.27,0.0,garage,0,,,,35577.0,423824.0,Aborted Tortoise,Mini Skirt,Pist Idiots
dry bar comedy,2,22.0,Medium,Medium,Moderate,Vocal,0.0,1.65,0.0,comedy,0,,,,3064.0,33042.0,Warren B. Hall,Drew Barth,Christian Pieper
dryft,2,8.5,Low,Medium,Low,Instrumental,0.0,5.955,0.0,idm,0,,,,20698.0,446604.0,Gridlock,Bitcrush,Stendeck
drängarna,3,42.0,Medium,High,Low,Vocal,0.0,3.323333333333333,0.0,swedish,0,,,,29533.0,351439.0,2 Blyga Läppar,Kenneth & The Knutters,Ronny & Ragge
dualxess,2,28.0,Medium,High,Low,Vocal,0.0,2.83,100.0,party,0,,,,5334.0,43554.0,Dancefloor Kingz,X-Cess!,DeeJay A.N.D.Y.
dualist inquiry,2,25.5,Medium,Low,Low,Vocal,0.0,4.13,50.0,electronic,0,,,,10913.0,102745.0,Sandunes,Sulk Station,Your Chin
dualizm,1,57.0,Medium,Medium,Low,Instrumental,0.0,1.34,100.0,jazz,0,,,,96083.0,413463.0,sleepsleepsleep,yourneighborsclassicbeats,Mrs. Evergreen
duane stephenson,1,0.0,High,Medium,Low,Vocal,0.0,3.76,0.0,dancehall,0,,,,33184.0,194110.0,Terry Linen,Jamelody,Lukie D
